speaker,text,transcripts-id
Anne Karhio, How can you presenting okay i'm.,20210526-181202
Anne Karhio," Okay, thank you, everybody for the wonderful presentations and wonderful discussion.",20210526-181202
Anne Karhio, And i'm really happy we had all the for presentations it brought some balance i'm sorry.,20210526-181202
Anne Karhio," Okay, I think we are good to go.",20210526-123103
Anne Karhio," So we've had our Jingle now presumes that that means that we are, we are okay to proceed with the official.",20210526-123103
Anne Karhio," program so welcome everybody to this morning's first session I hope you've enjoyed the past few days, and you know refreshed after night's sleep ready for more zoom conversations, and so this wonderful panel is on platform possibilities and beyond, and we have three speakers and I will.",20210526-123103
Anne Karhio," Allow the speakers to to proceed, one by one, and then we'll have Q amp a and hopefully plenty of time for Q amp a.",20210526-123103
Anne Karhio," Afterwards, so without further ado i'd like to present our first speaker who is Samir Roy.",20210526-123103
Anne Karhio, Who is working on a master's thesis in English literature at the University of English.,20210526-123103
Anne Karhio, English foreign languages in Hebrew.,20210526-123103
Anne Karhio," And yeah go ahead, sorry yeah.",20210526-123103
Samya Roy, yeah hi can everyone hear me my audio problem yeah alright so you're going to scream.,20210526-123103
Samya Roy," Okay, is my screen visible.",20210526-123103
Anne Karhio, not yet not yet no.,20210526-123103
Samya Roy, not visible oh sorry.,20210526-123103
"S?ren Bro Pold (he, him)", Just says you've started screen sharing and then it's black.,20210526-123103
Samya Roy, Oh i'm sorry I think my screen must have frozen.,20210526-123103
Samya Roy," Then you could proceed with the next presenter or presenters Okay, and then I can probably come in later on, because my.",20210526-123103
Anne Karhio," Are you sure you've given your zoom I think you have to give it permission to access your to do share your screen there's the setting for that unless somebody knows better with this happened to me a few weeks ago, oh there we are.",20210526-123103
Anne Karhio," Okay, oh.",20210526-123103
susiecronin, it's that turned it off and turn it on again.,20210526-123103
None,select.,20210526-123103
Samya Roy, visible now yeah.,20210526-123103
Samya Roy, So sorry so sorry for.,20210526-123103
Samya Roy, That up whatever.,20210526-123103
Samya Roy," yeah alright, so my name is Roy i'm currently a master student in a few hyderabad and just finished representing my senses, so I will be talking about Indian electronic writing publix platforms and possibilities.",20210526-123103
Samya Roy," And you can, as you can see that there is a little solo written over there, means that i'll be focusing on solo Indian electronic writing now what is solo electronic writing.",20210526-123103
